RecipeName,Ingredients,TotalTimeInMins,Cuisine,Procedure,URL,Cleaned-Ingredients,image-url,Ingredient-count,name_clean
Kollu Rasam  ,"2 Tomatoes - made into a puree,1 teaspoon Coriander Powder (Dhania) - roasted,1/2 teaspoon Mustard seeds,Salt - to taste,1/4 teaspoon SSP Asafoetida (Hing),1 teaspoon Cumin powder (Jeera) - roasted,1 cup Tamarind Water,1/2 teaspoon Black pepper powder,50 grams Horse Gram Dal (Kollu/ Kulith) - soaked for 4 hours,1/2 teaspoon Red Chilli powder - as required,5 sprig Coriander (Dhania) Leaves - chopped for garnishing,1 tablespoon Ghee,1 teaspoon Turmeric powder (Haldi),3 cloves Garlic - crushed,1 sprig Curry leaves",70.0,South Indian Recipes,"To begin making the Kollu Rasam Recipe, first soak the Kollu (horse gram) for 4 hours or overnight.Once it is well soaked, add 1/4 cup of  water and cook it in the pressure cooker for  6 whistles.
Turn the heat to low and simmer for another 15 minutes and turn of the heat.
Allow the pressure to release naturally.Combine the tomato puree, tamarind water and the cooked kollu/horse gram in a saucepan.Add in the turmeric powder, cumin, coriander powder, asafoetida and black pepper powder.Add in the salt to taste and stir well.
Place this mixture on high heat and boil it for 5 to 8 minutes until you smell the aromas rising.Adjust the consistency of the horse gram rasam by adding more water if required.Check the salt and seasonings at this stage and adjust to taste accordingly.While the Kollu Rasam is simmering, we will proceed to make the seasoningHeat ghee in a small pan; add in the mustard seeds and allow it to crackle.
Next add in the crushed garlic cloves and stir for a few seconds until you smell the aromas.Finally add in the curry leaves and turn off the heat and add the seasoning to the horse gram rasam.
Transfer the Kollu Rasam into a serving bowl and serve hot.Serve Kollu Rasam/ Horse gram Rasam along with Steamed Rice and Chena Vazhakkai Erissery and Elai Vadam for a weekday meal.
",https://www.archanaskitchen.com/kollu-rasam-recipe-nourishing-horsegram-stew,"tomato,salt,cumin powder (jeera),tamarind water,asafoetida (hing),ghee,mustard seeds,red chilli powder,cloves garlic,curry leaves,coriander (dhania) leaves,black pepper powder,horse gram dal (kollu kulith),coriander powder,turmeric powder",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Dal_Khadi_Curry/SSP_Kollu_Rasam_Step_By_Step_Horse_Gram_Rasam_6-2_1600.jpg,15.0,kollu rasam
Kollu Thogayal  ,"Water - as required,2 Dry Red Chilli,Salt - to taste,3 Horse Gram Dal (Kollu/ Kulith),1 teaspoon Mustard seeds,1/4 cup Fresh coconut - grated,Asafoetida (hing) - a pinch,1 tablespoon Chana dal (Bengal Gram Dal),Turmeric powder (Haldi) - a pinch,1 teaspoon Sunflower Oil,1 sprig Curry leaves,1 tablespoon White Urad Dal (Split)",15.0,South Indian Recipes,"To begin making the Kollu Thogayal recipe, firstly heat oil in a heavy bottomed pan/kadhai.
Add mustard seeds.Once the mustard splutters add asafoetida, curry leaves, dry red chilli [broken in half], chana dal and urad dal.
Stir well and keep the heat on low.Once the dals are roasted, add a pinch of turmeric powder and the horsegram.
Fry until it gives a lovely nutty aroma [keep the heat on low to avoid burning the lentils]Turn off the heat and stir in the freshly grated coconut.
Once cooled, grind into a thick 'paste' with a very little water.
Add salt to taste and give it a final churn in the mixer.
It is ready to be served.Serve Kollu Thogayal along with Homemade Soft Idlis or Ghee Roast Dosa and Filter Coffee for your morning breakfast.
",https://www.archanaskitchen.com/kollu-thogayal-recipe-horsegram-chutney,"salt,coconut,mustard seeds,asafoetida (hing),water,dry red chilli,curry leaves,white urad dal (split),horse gram dal (kollu kulith),turmeric powder,chana dal (bengal gram dal),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/akila_subramanian/Kollu_Thogayal__Horsegram_Chutney.jpg,12.0,kollu thogayal
Kollu Vada Kurma  ,"1 teaspoon Coriander Powder (Dhania),2 Onions - finely chopped,1 Onion - finely chopped,2 tablespoon Poppy seeds - soaked in hot water,1/4 cup Fresh coconut - grated,2 Tomatoes - finely chopped,3 cloves Garlic,Sunflower Oil - as required,Salt - to taste,1 inch Ginger - grated,2 Cardamom (Elaichi) Pods/Seeds,2 Bay leaves (tej patta),1 sprig Curry leaves - finely chopped,1 inch Ginger - finely chopped,5 Cashew nuts,3 sprig Mint Leaves (Pudina) - roughly chopped,1 teaspoon Fennel seeds (Saunf) - coarsely pounded,2 Cloves (Laung),1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),2 cups Horse Gram Dal (Kollu/ Kulith),1 inch Cinnamon Stick (Dalchini),2 Green Chillies - finely chopped,1 teaspoon Fennel seeds (Saunf)",55.0,South Indian Recipes,"Method for Kollu Vada (Horse gram Fritters)To begin making the Kollu Vada Kurma Recipe, soak the horse gram for at least two hours in warm water or overnight.
Once soaked, drain the water.Place the soaked horse gram (kollu) along with the green chilies ginger and curry leaves into a mixer grinder.
Make a coarse batter.
Place the batter in a mixing bowl, add the onions, fennel seeds, salt and mix well.
Check the salt and spices and adjust to suit your taste.Prepare the Kuzhi Paniyaram Pan and place it on medium heat.
Add a teaspoon of oil into each one of its cavities.
Soon the kollu vada batter into each cavity and fry until golden brown on all sides.
Proceed to make the Kollu Vada the similar way and keep aside.Method for the Korma (Curry)In a mixer grinder, grind poppy seeds, grated coconut and cashew nuts to fine paste and keep aside.
You can add a little warm water while grinding it to a paste, to get a cook consistency.Roasted the spices in a skillet till it releases a good aroma - cloves, cinnamon sticks,cardamom seeds and fennel seeds and make a fine powder of them.Heat oil in a pressure cooker, add the onions, ginger and garlic and saute until the onions get cooked and lightly brown.
Add the tomatoes, green chilies and cook until the tomatoes are softened.Once the tomatoes are cooked, add the coriander powder, red chilly powder, spice powder and salt.
Cover the pressure cooker and cook until you hear 2 whistles and turn off the heat.Once the pressure has released, open the cooker and add the ground masala paste, add 1 cup of water and the fried kollu vada and cook for a few minutes until you get a good korma like consistency and all the spices are absorbed into the vada.Turn off the stove and finally stir in the chopped mint leaves and serve.Serve the Kollu Vada Kurma along with steamed rice, topped with ghee or even along with Dosa, Idli and Upmas for breakfast.
",https://www.archanaskitchen.com/kollu-vada-kurma-recipe-horse-gram-fritters-spicy-tangy-curry,"tomato,cloves garlic,curry leaves,onion,turmeric powder,green chillies,sunflower oil,salt,cardamom (elaichi) podsseeds,horse gram dal (kollu kulith),coconut,mint leaves (pudina),red chilli powder,cashew nuts,ginger,bay leaves (tej patta),fennel seeds (saunf),cinnamon stick (dalchini),poppy seeds,coriander powder,cloves (laung)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Priya__Suresh/Kollu_Vada_Kurma_Recipe_Horse_Gram_Fritters_Spicy_and_Tangy_Curry-1.jpg,21.0,kollu vada kurma
Kongunad Chicken Fry ,"1/2 teaspoon Poppy seeds,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Fennel seeds (Saunf),1/2 cup Coriander (Dhania) Leaves - chopped,Salt - to taste,3 tablespoon Coriander (Dhania) Seeds,10 Red Chilli powder,1 cup Water,2 inch Cinnamon Stick (Dalchini),1 cup Chicken breasts,1 Onion,Curry leaves - Handful,2 tablespoon Sunflower Oil,1 teaspoon Black pepper powder,5 tablespoon Dry coconut (kopra)",40.0,South Indian Recipes,"To begin making the Kongunad Chicken Fry recipe, wash and clean chicken breast pieces with turmeric.
 Drain the excess water and keep it aside.
In a non-stickDrain the excess water and keep it aside.In a non-stick kadai, add the cinnamon stick, cloves, pepper powder, coriander seeds, fennel seeds and poppy seeds.
Saute until the aroma come out of it.
Once fried, add red chilli and coconut.
Saute for a minute.
Ensure not to over fry as it may burn the red chilli.Allow it to cool down and grind into a fine paste using water.
In another kadai, add oil and heat it over medium flame.Once the oil is hot, add chopped onions and fry until they become translucent.
Now, add turmeric, chicken, and salt.Cook until the chicken turns in colour, it becomes white after few seconds.Add the ground paste to the chicken and cook over medium flame until the chicken cooks completely and oil separates from the chicken.
Simmer it for few minutes until the gravy becomes dry.
Sprinkle curry leaves and coriander leaves over the chicken.
 Give it a stir and cook for few seconds.Remove from the flame.
Prepare this simple yet delicious Kongunad Chicken Fry and serve with rice and hot Jeera Rasam for lunch.",https://www.archanaskitchen.com/kongunad-chicken-fry-recipe,"salt,coriander (dhania) leaves,fennel seeds (saunf),red chilli powder,dry coconut (kopra),water,curry leaves,coriander (dhania) seeds,cinnamon stick (dalchini),poppy seeds,onion,black pepper powder,chicken breasts,turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/KarthikaKrishnan/Kongunad_Chicken_Fry.jpg,15.0,kongunad chicken fry
Kongunadu Cucumber Juice  ,"10 Small Brinjal (Baingan / Eggplant),1 tablespoon Coriander (Dhania) Seeds,4 cloves Garlic,Salt - to taste,1 Tomato - finely chopped,1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,2 Dry Red Chillies - (adjust according to the heat of the chilli),5 Curry leaves - tear them roughly,1 Dry Red Chilli - cut it into smaller pieces,2 teaspoons Arhar dal (Split Toor Dal),1/2 cup Tamarind Water,1/4 teaspoon Turmeric powder (Haldi),2 teaspoons Ghee,4 sprig Coriander (Dhania) Leaves - finely chopped,1 sprig Curry leaves,1 pinch Asafoetida (hing),1 teaspoon Whole Black Peppercorns",40.0,South Indian Recipes,"To begin making the Kongunadu Kathirikai Rasam Recipe, soak the coriander seeds, tuvar dal, cumin seeds, dry red chillies, garlic pods, peppercorns, curry leaves, coriander leaves,  for 30 minutes and then transfer to a mixer jar and grind them to a fine paste in a mixer grinder.Cut the crown of the baby brinjals and slit cutting just half way through the brinjals.Place the tamarind water in the sauce pan along with the slit brinjals, tomatoes, turmeric powder and salt.
Cook this until the brinjals have softened.
Once the brinjals have softened, add the freshly ground rasam masala, 2 more additional cups of water and salt to taste.Bring the Kathirikai Rasam to a brisk boil.
Once it comes to a brisk boil, turn the heat to low and simmer the rasam for about 10 minutes until you notice it starts to froth up.At this stage turn off the heat.
To Season The RasamHeat ghee in skillet or tadka pan on medium heat; add the mustard seeds and allow to to crackle.
Add the red chili, curry leaves and asafoetida and keep it going for a few seconds.Pour the seasoning into the Kathirikai Rasam and serve.
Serve the Kongunadu Brinjal Rasam along with steamed rice topped with ghee and a poriyal like Beetroot Curry.",https://www.archanaskitchen.com/kongunadu-kathirikai-rasam-recipe-spicy-tangy-eggplant-brinjal-curry,"tomato,salt,arhar dal (split toor dal),tamarind water,ghee,brinjal (baingan eggsplant),mustard seeds,asafoetida (hing),cloves garlic,black peppercorns,curry leaves,coriander (dhania) leaves,coriander (dhania) seeds,dry red chillies,cumin seeds (jeera),turmeric powder,dry red chilli smer,curry leaves tear them",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Uma_Raghuraman/Kongunadu_Brinjal_Rasam__Kathiri_pinju_Rasam_from_Kongunadu_.jpg,18.0,kongunadu cucumber juice
Kongunadu Urulai Kurma  ,"1/2 teaspoon Fennel seeds (Saunf),1 cup Homemade tomato puree,1 tablespoon Sunflower Oil - or ghee,Salt - to taste,3 Garlic - grated,1 inch Ginger - grated,1 teaspoon Cumin seeds (Jeera),2 Potato (Aloo) - boiled and cubed,1/2 teaspoon Whole Black Peppercorns,1 inch Cinnamon Stick (Dalchini),1 Onion - finely chopped,1/2 cup Fresh coconut - grated,3 Dry Red Chillies - adjust according to tasted,2 Cloves (Laung),1 Bay leaf (tej patta),1/4 teaspoon Turmeric powder (Haldi),4 sprig Coriander (Dhania) Leaves - finely chopped,2 teaspoon Chana dal (Bengal Gram Dal) - roasted",55.0,South Indian Recipes,"To begin making the Kongunadu Urulai Kurma Recipe, in a small pan, lightly dry roast all the ingredients given under ÃÂÃÂto roast and grindÃÂÃÂ till they turn fragrant.
Once roasted, allow it to cool a little and grind into a smooth paste adding a little warm water.Keep the paste aside.Heat a wide pan or kadai with ghee.
Add the grated ginger and garlic and saute them for a few seconds.
Add the chopped onions, little salt and keep stirring over low flame for one minute or till the time the onions turn glossy and lightly brown.Once the onions are done, add the tomato puree, turmeric powder, the ground masala and the boiled potatoes.
 Turn the heat to low, cover the pan and simmer the Kurma for about 5 minutes until the spices come through into the potatoes.
After 5 minutes, once done, check the salt and adjust to suit your taste and turn off the heat.
Garnish with chopped coriander leaves and serve hot.Serve Kongunadu Urulai Kurma along with Dosas for a quick weeknight dinner or even for parties.",https://www.archanaskitchen.com/kongunadu-urulai-kurma-curried-potatoes-from-kongunadu-recipe,"tomato,salt,ginger,sunflower oil ghee,bay leaf (tej patta),fennel seeds (saunf),coconut,potato (aloo),black peppercorns,coriander (dhania) leaves,dry red chillies,onion,garlic,cumin seeds (jeera),cinnamon stick (dalchini),cloves (laung),turmeric powder,chana dal (bengal gram dal)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Uma_Raghuraman/Kongunadu_Urulai_Kurma__Curried_Potatoes_from_Kongunadu.jpg,18.0,kongunadu urulai kurma
Kothamalli Kozhukattai ,"2 Green Chillies,1/4 cup Chana dal (Bengal Gram Dal),1/4 cup Arhar dal (Split Toor Dal),1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,1/2 teaspoon Black pepper powder,1 cup Rice,2-1/2 Water,15 Curry leaves,5 teaspoons Fresh coconut - grated,1 teaspoon Coconut Oil,1/4 teaspoon Asafoetida (hing),4 sprig Coriander (Dhania) Leaves,Salt - as per required",45.0,South Indian Recipes,"To begin with Kothamalli Kozhukattai, grind the rice in the mixer grinder to make rice rawa.
Grind the dals too to make dal rawa.Heat coconut oil in a non-stick Tawa.
Add mustard seeds & allow it to splutter.
Once it splutters, add water & ground paste.When this comes to a boil, add rice rava, dal rava & grated coconut.
Mix everything well & boil it till the water is absorbed.Keep it aside & let it cool down for a few minutes.
Once cooled, make Kozakattai (elliptical balls) of the mixture.Arrange in idli plates and steam it for 10 to 15 minutes.Serve Kothamalli Kozhukattai with South Indian Coconut Chutney and Ginger Cardamom Chai.",https://www.archanaskitchen.com/kothamalli-kozhukattai-coriander-rice-recipe,"green chillies,arhar dal (split toor dal),salt per,rice,mustard seeds,coconut,asafoetida (hing),water,curry leaves,coriander (dhania) leaves,cumin seeds (jeera),black pepper powder,coconut oil,chana dal (bengal gram dal)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Sowpernica/Kothamalli_Corriander_Rice_Kozhukattai.jpg,14.0,kothamalli kozhukattai
Kothamalli Thogayal  | Coriander Leaves Chutney,"1 cup Coriander (Dhania) Leaves,1 teaspoon Tamarind,6 Dry Red Chillies,1 teaspoon Jaggery - (adjust),1 tablespoon Sunflower Oil,2 tablespoons Fresh coconut,1 Salt - as needed,1 tablespoon White Urad Dal (Split)",15.0,South Indian Recipes,"To prepare Kothamalli Thogayal Recipe | Coriander Leaves Chutney, in a Kadai add in the oil, once the oil heats up add in dry red chilli and Urad dal and fry till they become golden brown.Then switch off the flame and allow it to cool down.In a blender add in coconut and the roasted urad dal and red chilli, jaggery and tamarind.Blend everything to a coarse paste and then add in the salt and Coriander leaves and make it into a smooth paste by adding a very little water.Tasty Kothamalli Thogayal Recipe | Coriander Leaves Chutney is now ready to be served with steamed rice and sambar ",https://www.archanaskitchen.com/kothamalli-thogayal-recipe-coriander-leaves-chutney,"salt,coconut,coriander (dhania) leaves,jaggery,white urad dal (split),dry red chillies,tamarind,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/happytrioexplains-gmail.com/Coriander_Leaves_Thogayal__Kothamalli_Thogayal.jpg,8.0,kothamalli thogayal  | coriander leaves chutney
Kothamalli Thovayal  ,"15 sprig Coriander (Dhania) Leaves,1/4 cup White Urad Dal (Split),Salt - to taste,1/2 teaspoon Sunflower Oil,20 grams Tamarind,Asafoetida (hing) - A pinch,2 tablespoons Fresh coconut - grated (optional),5 Dry Red Chillies",15.0,South Indian Recipes,"To begin making Kothamalli Thovayal Recipe, heat oil in a pan and roast the split urad dal till golden brown and keep aside.In the same pan, add the died red chillies and roast.
Keep this aside.Add the roughly chopped coriander leaves to the pan and saute until it just get wilted and switch off the flame.Once cool, grind all the roasted ingredients together along with salt, tamarind, asafoetida and coconut to a coarse consistency.Serve the Kothamalli Thovayal Recipe along with Steamed Rice, Tomato Rasam and Elai Vadam for a simple weeknight dinner.",https://www.archanaskitchen.com/kothamalli-thovayal-recipe-dry-coriander-leaves-chutney,"salt,asafoetida (hing),coconut,coriander (dhania) leaves,dry red chillies,white urad dal (split),tamarind,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Kothamalli_Thovayal_Recipe_Dry_Coriander_Leaves_Chutney.jpg,8.0,kothamalli thovayal
Kothavarangai Paruppu Usili  ,"1 teaspoon White Urad Dal (Split),4 Dry Red Chillies,1/2 teaspoon Turmeric powder (Haldi),2 sprig Curry leaves,2 tablespoon Sesame (Gingelly) Oil,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),Salt - a pinch for pressure cooking,1/4 teaspoon Turmeric powder (Haldi) - for pressure cooking,1/2 cup Arhar dal (Split Toor Dal),300 grams Gawar Phali (Kothavarangai / Cluster beans) - finely chopped",80.0,South Indian Recipes,"To begin making Kothavarangai Paruppu Usili recipe, soak Toor Dal in water for about an hour.
Meanwhile, add finely chopped cluster beans/kothavarangai/gawar phali to a pressure cooker along with salt to taste, 2 tablespoons water and turmeric powder.
Mix well.
Pressure cook for 2 whistles and release the pressure immediately by running the pressure cooker under water.
Open the cooker lid and keep aside.After 1 hour, drain water from soaked Toor Dal.
Add the drained Toor Dal along with red chillies and salt in a mixer.Coarsely grind the ingredients and keep aside.
Make sure to grind the soaked dal coarsely by adding no or very little water.
Add water in the idli pan for steaming, grease the idli plates with little oil and add the coarsely ground paruppu usili mixture to the idli plates.Steam the paruppu usili for around 1o minutes until the ground toor dal is cooked completely.
Turn off the heat, remove the steamed toor dal, crumble it and keep aside.
The next step is to temper the Kothavarangai Paruppu Usili.In a pan, add a tablespoon oil.
Once the oil is heated, add the mustard seeds, urad dal and curry leaves.
Once the mustard seeds sputter and dal turns golden brown, add steamed paruppu or toor dal into the pan and fry it for a few minutes.
This will help the dal lose the moisture if there is any, so that it gives the crumbly texture.
Next, add the cooked Kothavarangai/Gawar Phali and give it a good mix.
Adjust salt according to your taste.
Mix well, keep it covered for 2 minutes and turn off the heat.
Transfer the Kothavarangai Paruppu Usili to a serving bowl and serve hot.Serve Kothavarangai Paruppu Usili along with Mor Kuzhambu, Steamed Rice and Elai Vadam for a delicious Sunday lunch.",https://www.archanaskitchen.com/kothavarangai-paruppu-usili-recipe-gawar-phali-and-toor-dal-sabzi,"arhar dal (split toor dal),mustard seeds,asafoetida (hing),turmeric powder pressure,sesame (gingelly) oil,curry leaves,white urad dal (split),dry red chillies,gawar phali (kothavarangai cluster beans),salt pressure,turmeric powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/ramsarun11-gmail.com/_Kothavarangai_Parupu_Usili_Recipe_1600.jpg,11.0,kothavarangai paruppu usili
Kothavarangai Poriyal  ,"1 Dry Red Chilli,1 Green Chilli,2 teaspoons Sunflower Oil,4 tablespoons Fresh coconut - grated,Salt - to taste,1 teaspoon Mustard seeds,1 Onion - finely chopped,500 grams Gawar Phali (Kothavarangai / Cluster beans) - finely chopped,Asafoetida (hing) - a pinch,1 sprig Curry leaves",25.0,South Indian Recipes,"To begin making the Kothavarangai Poriyal Recipe, wash and finely chop the cluster beans by discrading the ends and keep aside.Grind the grated coconut along with green chilli to a course mix using a mixer grinder and keep aside.Heat oil in a heavy bottomed pan on medium flame, add the mustard seeds and let it crackle.Add the asafoetida, dry red chilli, curry leaves and let it splutter.Once it splutters, add the finely chopped onion and saute until it turns translucent.Add the chopped cluster beans, season with salt and saute for a minute.Add half a cup of water and let the cluster beans cook with the lid on.
This will take around 10 minutes.Once the cluster beans are cooked well, dry out the beans by increasing the heat.Add the coconut and green chilli mixture, stir well and switch off the flame.Serve the Kothavarangai Poriyal Recipe along with Steamed Rice, Mixed Vegetable Sambar, Jeera Milagu Rasam and Elai Vadam for the weekend elaborate lunch for the family.",https://www.archanaskitchen.com/kothavarangai-poriyal-recipe-south-indian-style-cluster-beans-stir-fry,"salt,green chilli,mustard seeds,asafoetida (hing),coconut,dry red chilli,curry leaves,gawar phali (kothavarangai cluster beans),onion,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Kothavarangai_Poriyal_Recipe_South_Indian_Style_Cluster_Beans_Stir_Fry.jpg,10.0,kothavarangai poriyal
Kumbakonam Kadappa  ,"1 Onion - sliced,1/2 teaspoon Mustard seeds,1 Green Chilli,2 cloves Garlic,1 inch Cinnamon Stick (Dalchini),Salt - to taste,1 Tomato - finely chopped,4 tablespoons Fresh coconut - grated,2 Green Chillies - finely chopped,2 tablespoons Lemon juice,1 teaspoon Fennel seeds (Saunf),1 sprig Curry leaves,1 Bay leaf (tej patta),2 tablespoons Sunflower Oil,2 Potatoes (Aloo) - boiled,1/2 teaspoon Cumin seeds (Jeera),1/2 cup Green Moong Dal (Split) - boiled",30.0,South Indian Recipes,"To begin making the Kumbakonam Kadappa Recipe, wash and pressure cook the moong dal with enough water for 2 whistles using a pressure cooker.
Once its cooked, mash it well and keep aside.Similarly, cook the potatoes using a pressure cooker for 2 whistles.
Once it is cooled, peel the skin and mash it to a coarse texture.Heat a tablespoon of oil in a wok on medium heat, add the sliced onion and saute until it turns translucent.Add the tomatoes and green chillies and saute until the tomatoes are half cooked.Add the cooked mashed dal and the potatoes.
Simmer for 5 minutes.Now make a smooth paste of grated coconut, garlic cloves, fennel seeds and green chilli adding little water using a mixer grinder.Add this coconut spice paste to the simmering moong dal and potato curry.
Mix well and simmer for 2 more minutes and switch off the flame.Now heat oil in a tadka pan, add the cinnamon stick and bay leaf and it release its flavours into the oil.Add the mustard and cumin seeds and let it crackle.
Add the curry leaves and let it splutter as well.Pour this tadka over the prepared stew, add the lemon juice and mix well.Serve the Kumbakonam Kadappa Recipe along with steaming hot idlis and crispy dosa's for the weekend breakfast.
",https://www.archanaskitchen.com/kumbakonam-kadappa-recipe-south-indian-style-lentil-and-potato-stew,"tomato,salt,green chilli,mustard seeds,bay leaf (tej patta),coconut,fennel seeds (saunf),cloves garlic,curry leaves,onion,lemon,cumin seeds (jeera),green moong dal (split),cinnamon stick (dalchini),potato (aloo),green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/9-feb/Kumbakonam_Kadappa_Recipe_South_Indian_Style_Lentil_and_Potato_Stew-1.jpg,17.0,kumbakonam kadappa
Kuzhal Payasam ,"1 teaspoon Dry ginger powder,1/3 cup Fresh coconut - grated,6 Raisins,1 cup Jaggery,1 cup Water,1 teaspoon Cardamom Powder (Elaichi),10 Cashew nuts,2 teaspoons Rice flour,1 cup Whole Wheat Flour,2 teaspoon Ghee,1 teaspoon Sunflower Oil,1/2 cup Coconut milk",45.0,South Indian Recipes,"To begin making the Kuzhal Payasam recipe, ina  saucepan combine jaggery along with water and bring to a single boil, ensuring the jaggery has completely melted.
turn off the flame, pass the jaggery syrup through a strainer and set aside.
To make the Wheat noodlesIn a mixing bowl, add the wheat flour and a amake a smooth firm dough along with the jaggery syrup.
Add a teaspoon of oil and knead well again.
Take small ball of dough and roll into thin noodles using your palms.
Sprinkle a teaspoon of rice flour and toss the noodles to make it non sticky and easy to handle.Return the jaggery syrup back to the flame, and add the rolled noodles into it, cover and cook on medium flame for 10 minutes.Add cardamom powder and dry ginger powder to it.
Stir gently ensuring the noodles don't break.
Next add grated coconut and coconut milk, into the jaggery-noodle mixture.
Stir well and continue to cook for few more minutes.Sprinkle some rice flour and mix well , to eliminate lumps.
This will help thicken up the payasam.
Cook for 5-7 minutes.Once it nice and thick, turn off the flame.
In a tadka pan , heat ghee on low flame,  add Cashews, raisins fry for a couple of minutes.
Turn off the flame.
Pour it over the payasam and enjoy the delicious payasam.Serve Kuzhal Payasam as a dessert after your simple meal of Jeera Rasam, Steamed Rice and Beetroot Thoran.",https://www.archanaskitchen.com/kuzhal-payasam-recipe-wheat-noodles-payasam,"cashew nuts,wheat flour,coconut,ghee,jaggery,raisins,water,dry ginger powder,cardamom powder (elaichi),coconut milk,rice flour,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/KUZHAL_PAYASAM__WHEAT_NOODLES_PAYASAM.jpg,12.0,kuzhal payasam
Left Over Vadai Upma ,"1 Dry Red Chilli,Sunflower Oil - as required,1/2 teaspoon Mustard seeds,Salt - to taste,6 Medu vada,1 tablespoon Ginger - finely chopped,2 Green Chillies - finely chopped,1 Onion - finely chopped,1/2 teaspoon Chana dal (Bengal Gram Dal),1 sprig Curry leaves,1 sprig Coriander (Dhania) Leaves,1 pinch Asafoetida (hing)",15.0,South Indian Recipes,"To begin making the Left Over Vadai Upma recipe, you can either use ready made medu vadas or make them at home b y following this recipe- Medu Vada Recipe (Traditional Fried Urad Dal Vada Using Vada Maker).
Break the vadas with your hands and make it appear like crumbs.
Heat a wok/kadhai on medium flame, add the oil, once the oil is hot, add hing, mustard seeds, bengal gram dal, red chilli and saute well.
Add green chillies, onions and let it fry for a minute.
Add onion, salt, turmeric and let it cook well.Add curry leaves and let it cook for a minute.
Add the crumbled vadai and mix well.
Let it cook well for 2 to 3 minutes.
Garnish with coriander leaves.Serve Left Over Vadai Upma with South Indian Coconut Chutney for breakfast and a cup of Bellada Coffee Recipe With Milk (Karnataka Style Filter Coffee With Jaggery).",https://www.archanaskitchen.com/left-over-vadai-upma-recipe,"salt,ginger,chana dal (bengal gram dal),asafoetida (hing),mustard seeds,medu vada,dry red chilli,curry leaves,coriander (dhania) leaves,onion,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neeru_Srikanth/Left_over_Vadai_Upma.jpg,12.0,left over vadai upma
